date,series,nav
2008-03-24,Iter96 best first-principles,1000000.0
2008-03-25,Iter96 best first-principles,1000000.0
2008-03-26,Iter96 best first-principles,1000000.0
2008-03-27,Iter96 best first-principles,1000000.0
2008-03-28,Iter96 best first-principles,1000000.0
2008-03-31,Iter96 best first-principles,1000000.0
2008-04-01,Iter96 best first-principles,1000000.0
2008-04-02,Iter96 best first-principles,1000000.0
2008-04-03,Iter96 best first-principles,1000000.0
2008-04-07,Iter96 best first-principles,1000000.0
2008-04-08,Iter96 best first-principles,1000000.0
2008-04-09,Iter96 best first-principles,1000000.0
2008-04-10,Iter96 best first-principles,1000000.0
2008-04-11,Iter96 best first-principles,1000000.0
2008-04-14,Iter96 best first-principles,1000000.0
2008-04-15,Iter96 best first-principles,1000000.0
2008-04-16,Iter96 best first-principles,1000000.0
2008-04-17,Iter96 best first-principles,1000000.0
2008-04-18,Iter96 best first-principles,1000000.0
2008-04-21,Iter96 best first-principles,1000000.0
2008-04-22,Iter96 best first-principles,1000000.0
2008-04-23,Iter96 best first-principles,1000000.0
2008-04-24,Iter96 best first-principles,1000000.0
2008-04-25,Iter96 best first-principles,1000000.0
2008-04-28,Iter96 best first-principles,1000000.0
2008-04-29,Iter96 best first-principles,1000000.0
2008-04-30,Iter96 best first-principles,1000000.0
2008-05-02,Iter96 best first-principles,1000000.0
2008-05-05,Iter96 best first-principles,1000000.0
2008-05-06,Iter96 best first-principles,1000000.0
2008-05-07,Iter96 best first-principles,1000000.0
2008-05-08,Iter96 best first-principles,1000000.0
2008-05-09,Iter96 best first-principles,1000000.0
2008-05-12,Iter96 best first-principles,1000000.0
2008-05-13,Iter96 best first-principles,1000000.0
2008-05-14,Iter96 best first-principles,1000000.0
2008-05-15,Iter96 best first-principles,1000000.0
2008-05-16,Iter96 best first-principles,1000000.0
2008-05-19,Iter96 best first-principles,999081.7186373855
2008-05-20,Iter96 best first-principles,987187.9031788763
2008-05-21,Iter96 best first-principles,999081.7186373855
2008-05-22,Iter96 best first-principles,990161.3570435037
2008-05-23,Iter96 best first-principles,985205.6006024582
2008-05-26,Iter96 best first-principles,1014940.1392487312
2008-05-27,Iter96 best first-principles,1020887.0469779857
2008-05-28,Iter96 best first-principles,1038727.7701657494
2008-05-29,Iter96 best first-principles,1040710.0727421676
2008-05-30,Iter96 best first-principles,1046656.9804714223
2008-06-02,Iter96 best first-principles,1038727.7701657494
2008-06-03,Iter96 best first-principles,999081.7186373855
2008-06-04,Iter96 best first-principles,999081.7186373855
2008-06-05,Iter96 best first-principles,997099.4160609673
2008-06-06,Iter96 best first-principles,991152.5083317127
2008-06-09,Iter96 best first-principles,991152.5083317127
2008-06-10,Iter96 best first-principles,982232.1467378308
2008-06-11,Iter96 best first-principles,991152.5083317127
2008-06-12,Iter96 best first-principles,971329.4825675307
2008-06-13,Iter96 best first-principles,969347.1799911126
2008-06-16,Iter96 best first-principles,975294.0877203672
2008-06-17,Iter96 best first-principles,973311.785143949
2008-06-18,Iter96 best first-principles,968356.0287029034
2008-06-19,Iter96 best first-principles,942586.0952094669
2008-06-20,Iter96 best first-principles,916816.1617160303
2008-06-23,Iter96 best first-principles,925736.5233099122
2008-06-24,Iter96 best first-principles,931683.4310391669
2008-06-25,Iter96 best first-principles,935648.0361920032
2008-06-26,Iter96 best first-principles,935648.0361920032
2008-06-27,Iter96 best first-principles,930692.2797509577
2008-06-30,Iter96 best first-principles,956462.2132443942
2008-07-01,Iter96 best first-principles,951506.4568033488
2008-07-02,Iter96 best first-principles,933665.7336155849
2008-07-03,Iter96 best first-principles,919789.6155806576
2008-07-04,Iter96 best first-principles,934656.884903794
2008-07-07,Iter96 best first-principles,945559.5490740942
2008-07-08,Iter96 best first-principles,914833.8591396121
2008-07-09,Iter96 best first-principles,935648.0361920032
2008-07-10,Iter96 best first-principles,938621.4900566305
2008-07-11,Iter96 best first-principles,939612.6413448396
2008-07-14,Iter96 best first-principles,939612.6413448396
2008-07-15,Iter96 best first-principles,921771.9181570759
2008-07-16,Iter96 best first-principles,929701.1284627486
2008-07-17,Iter96 best first-principles,987187.9031788763
2008-07-18,Iter96 best first-principles,977276.3902967853
2008-07-21,Iter96 best first-principles,991152.5083317127
2008-07-22,Iter96 best first-principles,971329.4825675307
2008-07-23,Iter96 best first-principles,981240.9954496217
2008-07-24,Iter96 best first-principles,972320.6338557398
2008-07-25,Iter96 best first-principles,976285.2390085761
2008-07-29,Iter96 best first-principles,991152.5083317127
2008-07-30,Iter96 best first-principles,997099.4160609673
2008-07-31,Iter96 best first-principles,997099.4160609673
2008-08-01,Iter96 best first-principles,993134.810908131
2008-08-04,Iter96 best first-principles,991152.5083317127
2008-08-05,Iter96 best first-principles,991152.5083317127
2008-08-06,Iter96 best first-principles,1001064.0212138037
2008-08-07,Iter96 best first-principles,991152.5083317127
2008-08-08,Iter96 best first-principles,1007010.9289430582
2008-08-11,Iter96 best first-principles,1024851.6521308222
2008-08-12,Iter96 best first-principles,1007981.6861718391
2008-08-13,Iter96 best first-principles,995329.2117026021
2008-08-14,Iter96 best first-principles,977404.8728711827
2008-08-15,Iter96 best first-principles,980567.991488492
2008-08-18,Iter96 best first-principles,945773.6866980899
2008-08-19,Iter96 best first-principles,959480.5340397635
2008-08-20,Iter96 best first-principles,970024.2627641278
2008-08-21,Iter96 best first-principles,948936.8053153992
2008-08-22,Iter96 best first-principles,948936.8053153992
2008-08-25,Iter96 best first-principles,957825.1855013327
2008-08-26,Iter96 best first-principles,957825.1855013327
2008-08-27,Iter96 best first-principles,957825.1855013327
2008-08-28,Iter96 best first-principles,957825.1855013327
2008-08-29,Iter96 best first-principles,957825.1855013327
2008-09-01,Iter96 best first-principles,957825.1855013327
2008-09-02,Iter96 best first-principles,957825.1855013327
2008-09-03,Iter96 best first-principles,957825.1855013327
2008-09-04,Iter96 best first-principles,957825.1855013327
2008-09-05,Iter96 best first-principles,957825.1855013327
2008-09-08,Iter96 best first-principles,957825.1855013327
2008-09-09,Iter96 best first-principles,957825.1855013327
2008-09-10,Iter96 best first-principles,957825.1855013327
2008-09-11,Iter96 best first-principles,957825.1855013327
2008-09-12,Iter96 best first-principles,957825.1855013327
2008-09-15,Iter96 best first-principles,957825.1855013327
2008-09-16,Iter96 best first-principles,957825.1855013327
2008-09-17,Iter96 best first-principles,957825.1855013327
2008-09-18,Iter96 best first-principles,957825.1855013327
2008-09-19,Iter96 best first-principles,957825.1855013327
2008-09-22,Iter96 best first-principles,957825.1855013327
2008-09-23,Iter96 best first-principles,957825.1855013327
2008-09-24,Iter96 best first-principles,957825.1855013327
2008-09-25,Iter96 best first-principles,957825.1855013327
2008-09-26,Iter96 best first-principles,957825.1855013327
2008-09-30,Iter96 best first-principles,957825.1855013327
2008-10-01,Iter96 best first-principles,957825.1855013327
2008-10-02,Iter96 best first-principles,957825.1855013327
2008-10-03,Iter96 best first-principles,957825.1855013327
2008-10-06,Iter96 best first-principles,957825.1855013327
2008-10-07,Iter96 best first-principles,957825.1855013327
2008-10-08,Iter96 best first-principles,957825.1855013327
2008-10-09,Iter96 best first-principles,957825.1855013327
2008-10-13,Iter96 best first-principles,957825.1855013327
2008-10-14,Iter96 best first-principles,957825.1855013327
2008-10-15,Iter96 best first-principles,957825.1855013327
2008-10-16,Iter96 best first-principles,957825.1855013327
2008-10-17,Iter96 best first-principles,957825.1855013327
2008-10-20,Iter96 best first-principles,957825.1855013327
2008-10-21,Iter96 best first-principles,957825.1855013327
2008-10-22,Iter96 best first-principles,957825.1855013327
2008-10-23,Iter96 best first-principles,957825.1855013327
2008-10-24,Iter96 best first-principles,957825.1855013327
2008-10-27,Iter96 best first-principles,957825.1855013327
2008-10-28,Iter96 best first-principles,957825.1855013327
2008-10-29,Iter96 best first-principles,957825.1855013327
2008-10-30,Iter96 best first-principles,957825.1855013327
2008-10-31,Iter96 best first-principles,957825.1855013327
2008-11-03,Iter96 best first-principles,957825.1855013327
2008-11-04,Iter96 best first-principles,957825.1855013327
2008-11-05,Iter96 best first-principles,957825.1855013327
2008-11-06,Iter96 best first-principles,957825.1855013327
2008-11-07,Iter96 best first-principles,957825.1855013327
2008-11-10,Iter96 best first-principles,957825.1855013327
2008-11-11,Iter96 best first-principles,957825.1855013327
2008-11-12,Iter96 best first-principles,957825.1855013327
2008-11-13,Iter96 best first-principles,957825.1855013327
2008-11-14,Iter96 best first-principles,957825.1855013327
2008-11-17,Iter96 best first-principles,957825.1855013327
2008-11-18,Iter96 best first-principles,957825.1855013327
2008-11-19,Iter96 best first-principles,957825.1855013327
2008-11-20,Iter96 best first-principles,957825.1855013327
2008-11-21,Iter96 best first-principles,957825.1855013327
2008-11-24,Iter96 best first-principles,957825.1855013327
2008-11-25,Iter96 best first-principles,957825.1855013327
2008-11-26,Iter96 best first-principles,957825.1855013327
2008-11-27,Iter96 best first-principles,957825.1855013327
2008-11-28,Iter96 best first-principles,957825.1855013327
2008-12-01,Iter96 best first-principles,957825.1855013327
2008-12-02,Iter96 best first-principles,957825.1855013327
2008-12-03,Iter96 best first-principles,957825.1855013327
2008-12-04,Iter96 best first-principles,957825.1855013327
2008-12-05,Iter96 best first-principles,957825.1855013327
2008-12-08,Iter96 best first-principles,957825.1855013327
2008-12-09,Iter96 best first-principles,957825.1855013327
2008-12-10,Iter96 best first-principles,957825.1855013327
2008-12-11,Iter96 best first-principles,957825.1855013327
2008-12-12,Iter96 best first-principles,957825.1855013327
2008-12-15,Iter96 best first-principles,957825.1855013327
2008-12-16,Iter96 best first-principles,957825.1855013327
2008-12-17,Iter96 best first-principles,957825.1855013327
2008-12-18,Iter96 best first-principles,957825.1855013327
2008-12-19,Iter96 best first-principles,957825.1855013327
2008-12-22,Iter96 best first-principles,957825.1855013327
2008-12-23,Iter96 best first-principles,957825.1855013327
2008-12-24,Iter96 best first-principles,957825.1855013327
2008-12-25,Iter96 best first-principles,957825.1855013327
2008-12-26,Iter96 best first-principles,957825.1855013327
2008-12-29,Iter96 best first-principles,957825.1855013327
2008-12-30,Iter96 best first-principles,957825.1855013327
2008-12-31,Iter96 best first-principles,957825.1855013327
2009-01-05,Iter96 best first-principles,957825.1855013327
2009-01-06,Iter96 best first-principles,957825.1855013327
2009-01-07,Iter96 best first-principles,957825.1855013327
2009-01-08,Iter96 best first-principles,957825.1855013327
2009-01-09,Iter96 best first-principles,957825.1855013327
2009-01-10,Iter96 best first-principles,957825.1855013327
2009-01-12,Iter96 best first-principles,957825.1855013327
2009-01-13,Iter96 best first-principles,957825.1855013327
2009-01-14,Iter96 best first-principles,957825.1855013327
2009-01-15,Iter96 best first-principles,957825.1855013327
2009-01-16,Iter96 best first-principles,957825.1855013327
2009-01-17,Iter96 best first-principles,957825.1855013327
2009-01-19,Iter96 best first-principles,957825.1855013327
2009-01-20,Iter96 best first-principles,957825.1855013327
2009-01-21,Iter96 best first-principles,957825.1855013327
2009-02-02,Iter96 best first-principles,957825.1855013327
2009-02-03,Iter96 best first-principles,957825.1855013327
2009-02-04,Iter96 best first-principles,957825.1855013327
2009-02-05,Iter96 best first-principles,957825.1855013327
2009-02-06,Iter96 best first-principles,957825.1855013327
2009-02-09,Iter96 best first-principles,957825.1855013327
2009-02-10,Iter96 best first-principles,957825.1855013327
2009-02-11,Iter96 best first-principles,957825.1855013327
2009-02-12,Iter96 best first-principles,957825.1855013327
2009-02-13,Iter96 best first-principles,957825.1855013327
2009-02-16,Iter96 best first-principles,957825.1855013327
2009-02-17,Iter96 best first-principles,957825.1855013327
2009-02-18,Iter96 best first-principles,957825.1855013327
2009-02-19,Iter96 best first-principles,957825.1855013327
2009-02-20,Iter96 best first-principles,957825.1855013327
2009-02-23,Iter96 best first-principles,957825.1855013327
2009-02-24,Iter96 best first-principles,957825.1855013327
2009-02-25,Iter96 best first-principles,957825.1855013327
2009-02-26,Iter96 best first-principles,957825.1855013327
2009-02-27,Iter96 best first-principles,957825.1855013327
2009-03-02,Iter96 best first-principles,957825.1855013327
2009-03-03,Iter96 best first-principles,957825.1855013327
2009-03-04,Iter96 best first-principles,957825.1855013327
2009-03-05,Iter96 best first-principles,957825.1855013327
2009-03-06,Iter96 best first-principles,957825.1855013327
2009-03-09,Iter96 best first-principles,957825.1855013327
2009-03-10,Iter96 best first-principles,957825.1855013327
2009-03-11,Iter96 best first-principles,957825.1855013327
2009-03-12,Iter96 best first-principles,957825.1855013327
2009-03-13,Iter96 best first-principles,957825.1855013327
2009-03-16,Iter96 best first-principles,957825.1855013327
2009-03-17,Iter96 best first-principles,957825.1855013327
2009-03-18,Iter96 best first-principles,957825.1855013327
2009-03-19,Iter96 best first-principles,957825.1855013327
2009-03-20,Iter96 best first-principles,957825.1855013327
2009-03-23,Iter96 best first-principles,957825.1855013327
2009-03-24,Iter96 best first-principles,957825.1855013327
2009-03-25,Iter96 best first-principles,957825.1855013327
2009-03-26,Iter96 best first-principles,957825.1855013327
2009-03-27,Iter96 best first-principles,957825.1855013327
2009-03-30,Iter96 best first-principles,957825.1855013327
2009-03-31,Iter96 best first-principles,957825.1855013327
2009-04-01,Iter96 best first-principles,957825.1855013327
2009-04-02,Iter96 best first-principles,957825.1855013327
2009-04-03,Iter96 best first-principles,957825.1855013327
2009-04-06,Iter96 best first-principles,957825.1855013327
2009-04-07,Iter96 best first-principles,957825.1855013327
2009-04-08,Iter96 best first-principles,957825.1855013327
2009-04-09,Iter96 best first-principles,957825.1855013327
2009-04-10,Iter96 best first-principles,957825.1855013327
2009-04-13,Iter96 best first-principles,957825.1855013327
2009-04-14,Iter96 best first-principles,957825.1855013327
2009-04-15,Iter96 best first-principles,957825.1855013327
2009-04-16,Iter96 best first-principles,957825.1855013327
2009-04-17,Iter96 best first-principles,957825.1855013327
2009-04-20,Iter96 best first-principles,957825.1855013327
2009-04-21,Iter96 best first-principles,957825.1855013327
2009-04-22,Iter96 best first-principles,957825.1855013327
2009-04-23,Iter96 best first-principles,957825.1855013327
2009-04-24,Iter96 best first-principles,957825.1855013327
2009-04-27,Iter96 best first-principles,957825.1855013327
2009-04-28,Iter96 best first-principles,957825.1855013327
2009-04-29,Iter96 best first-principles,957825.1855013327
2009-04-30,Iter96 best first-principles,957825.1855013327
2009-05-04,Iter96 best first-principles,957825.1855013327
2009-05-05,Iter96 best first-principles,957825.1855013327
2009-05-06,Iter96 best first-principles,957825.1855013327
2009-05-07,Iter96 best first-principles,957825.1855013327
2009-05-08,Iter96 best first-principles,957825.1855013327
2009-05-11,Iter96 best first-principles,957825.1855013327
2009-05-12,Iter96 best first-principles,957825.1855013327
2009-05-13,Iter96 best first-principles,957825.1855013327
2009-05-14,Iter96 best first-principles,957825.1855013327
2009-05-15,Iter96 best first-principles,957825.1855013327
2009-05-18,Iter96 best first-principles,957825.1855013327
2009-05-19,Iter96 best first-principles,957825.1855013327
2009-05-20,Iter96 best first-principles,957825.1855013327
2009-05-21,Iter96 best first-principles,957825.1855013327
2009-05-22,Iter96 best first-principles,957825.1855013327
2009-05-25,Iter96 best first-principles,957825.1855013327
2009-05-26,Iter96 best first-principles,957825.1855013327
2009-05-27,Iter96 best first-principles,957825.1855013327
2009-06-01,Iter96 best first-principles,957825.1855013327
2009-06-02,Iter96 best first-principles,957825.1855013327
2009-06-03,Iter96 best first-principles,957825.1855013327
2009-06-04,Iter96 best first-principles,957825.1855013327
2009-06-05,Iter96 best first-principles,957825.1855013327
2009-06-06,Iter96 best first-principles,957825.1855013327
2009-06-08,Iter96 best first-principles,957825.1855013327
2009-06-09,Iter96 best first-principles,957825.1855013327
2009-06-10,Iter96 best first-principles,957825.1855013327
2009-06-11,Iter96 best first-principles,957825.1855013327
2009-06-12,Iter96 best first-principles,957825.1855013327
2009-06-15,Iter96 best first-principles,957825.1855013327
2009-06-16,Iter96 best first-principles,957825.1855013327
2009-06-17,Iter96 best first-principles,957825.1855013327
2009-06-18,Iter96 best first-principles,957825.1855013327
2009-06-19,Iter96 best first-principles,957825.1855013327
2009-06-22,Iter96 best first-principles,957825.1855013327
2009-06-23,Iter96 best first-principles,957825.1855013327
2009-06-24,Iter96 best first-principles,957825.1855013327
2009-06-25,Iter96 best first-principles,957825.1855013327
2009-06-26,Iter96 best first-principles,957825.1855013327
2009-06-29,Iter96 best first-principles,957825.1855013327
2009-06-30,Iter96 best first-principles,957825.1855013327
2009-07-01,Iter96 best first-principles,957825.1855013327
2009-07-02,Iter96 best first-principles,957825.1855013327
2009-07-03,Iter96 best first-principles,957825.1855013327
2009-07-06,Iter96 best first-principles,957825.1855013327
2009-07-07,Iter96 best first-principles,957825.1855013327
2009-07-08,Iter96 best first-principles,957825.1855013327
2009-07-09,Iter96 best first-principles,957825.1855013327
2009-07-10,Iter96 best first-principles,957825.1855013327
2009-07-13,Iter96 best first-principles,957825.1855013327
2009-07-14,Iter96 best first-principles,957825.1855013327
2009-07-15,Iter96 best first-principles,957825.1855013327
2009-07-16,Iter96 best first-principles,957825.1855013327
2009-07-17,Iter96 best first-principles,957825.1855013327
2009-07-20,Iter96 best first-principles,957825.1855013327
2009-07-21,Iter96 best first-principles,957825.1855013327
2009-07-22,Iter96 best first-principles,957825.1855013327
2009-07-23,Iter96 best first-principles,957825.1855013327
2009-07-24,Iter96 best first-principles,957825.1855013327
2009-07-27,Iter96 best first-principles,957825.1855013327
2009-07-28,Iter96 best first-principles,957825.1855013327
2009-07-29,Iter96 best first-principles,957825.1855013327
2009-07-30,Iter96 best first-principles,957825.1855013327
2009-07-31,Iter96 best first-principles,957825.1855013327
2009-08-03,Iter96 best first-principles,957825.1855013327
2009-08-04,Iter96 best first-principles,957825.1855013327
2009-08-05,Iter96 best first-principles,957825.1855013327
2009-08-06,Iter96 best first-principles,957825.1855013327
2009-08-10,Iter96 best first-principles,957825.1855013327
2009-08-11,Iter96 best first-principles,957825.1855013327
2009-08-12,Iter96 best first-principles,957825.1855013327
2009-08-13,Iter96 best first-principles,957825.1855013327
2009-08-14,Iter96 best first-principles,957825.1855013327
2009-08-17,Iter96 best first-principles,957825.1855013327
2009-08-18,Iter96 best first-principles,957825.1855013327
2009-08-19,Iter96 best first-principles,957825.1855013327
2009-08-20,Iter96 best first-principles,957825.1855013327
2009-08-21,Iter96 best first-principles,957825.1855013327
2009-08-24,Iter96 best first-principles,957825.1855013327
2009-08-25,Iter96 best first-principles,957825.1855013327
2009-08-26,Iter96 best first-principles,957825.1855013327
2009-08-27,Iter96 best first-principles,957825.1855013327
2009-08-28,Iter96 best first-principles,957825.1855013327
2009-08-31,Iter96 best first-principles,957825.1855013327
2009-09-01,Iter96 best first-principles,957825.1855013327
2009-09-02,Iter96 best first-principles,957825.1855013327
2009-09-03,Iter96 best first-principles,957825.1855013327
2009-09-04,Iter96 best first-principles,957825.1855013327
2009-09-07,Iter96 best first-principles,957825.1855013327
2009-09-08,Iter96 best first-principles,957825.1855013327
2009-09-09,Iter96 best first-principles,957825.1855013327
2009-09-10,Iter96 best first-principles,957825.1855013327
2009-09-11,Iter96 best first-principles,957825.1855013327
2009-09-14,Iter96 best first-principles,957825.1855013327
2009-09-15,Iter96 best first-principles,957825.1855013327
2009-09-16,Iter96 best first-principles,957825.1855013327
2009-09-17,Iter96 best first-principles,957825.1855013327
2009-09-18,Iter96 best first-principles,957825.1855013327
2009-09-21,Iter96 best first-principles,957825.1855013327
2009-09-22,Iter96 best first-principles,957825.1855013327
2009-09-23,Iter96 best first-principles,957825.1855013327
2009-09-24,Iter96 best first-principles,957825.1855013327
2009-09-25,Iter96 best first-principles,957825.1855013327
2009-09-28,Iter96 best first-principles,957825.1855013327
2009-09-29,Iter96 best first-principles,957825.1855013327
2009-09-30,Iter96 best first-principles,957825.1855013327
2009-10-01,Iter96 best first-principles,957825.1855013327
2009-10-02,Iter96 best first-principles,957825.1855013327
2009-10-05,Iter96 best first-principles,957825.1855013327
2009-10-06,Iter96 best first-principles,957825.1855013327
2009-10-07,Iter96 best first-principles,957825.1855013327
2009-10-08,Iter96 best first-principles,957825.1855013327
2009-10-09,Iter96 best first-principles,957825.1855013327
2009-10-12,Iter96 best first-principles,957825.1855013327
2009-10-13,Iter96 best first-principles,957825.1855013327
2009-10-14,Iter96 best first-principles,957825.1855013327
2009-10-15,Iter96 best first-principles,957825.1855013327
2009-10-16,Iter96 best first-principles,957825.1855013327
2009-10-19,Iter96 best first-principles,957825.1855013327
2009-10-20,Iter96 best first-principles,957825.1855013327
2009-10-21,Iter96 best first-principles,957825.1855013327
2009-10-22,Iter96 best first-principles,957825.1855013327
2009-10-23,Iter96 best first-principles,957825.1855013327
2009-10-26,Iter96 best first-principles,957825.1855013327
2009-10-27,Iter96 best first-principles,957825.1855013327
2009-10-28,Iter96 best first-principles,957825.1855013327
2009-10-29,Iter96 best first-principles,957825.1855013327
2009-10-30,Iter96 best first-principles,957825.1855013327
2009-11-02,Iter96 best first-principles,957825.1855013327
2009-11-03,Iter96 best first-principles,957825.1855013327
2009-11-04,Iter96 best first-principles,957825.1855013327
2009-11-05,Iter96 best first-principles,957825.1855013327
2009-11-06,Iter96 best first-principles,957825.1855013327
2009-11-09,Iter96 best first-principles,957825.1855013327
2009-11-10,Iter96 best first-principles,957825.1855013327
2009-11-11,Iter96 best first-principles,957825.1855013327
2009-11-12,Iter96 best first-principles,957825.1855013327
2009-11-13,Iter96 best first-principles,957825.1855013327
2009-11-16,Iter96 best first-principles,957825.1855013327
2009-11-17,Iter96 best first-principles,957825.1855013327
2009-11-18,Iter96 best first-principles,957825.1855013327
2009-11-19,Iter96 best first-principles,957825.1855013327
2009-11-20,Iter96 best first-principles,957825.1855013327
2009-11-23,Iter96 best first-principles,944730.6615584437
2009-11-24,Iter96 best first-principles,971225.898421786
2009-11-25,Iter96 best first-principles,978869.0726439892
2009-11-26,Iter96 best first-principles,997673.6461749626
2009-11-27,Iter96 best first-principles,993557.5358144483
2009-11-30,Iter96 best first-principles,1030268.961560582
2009-12-01,Iter96 best first-principles,1071816.276420712
2009-12-02,Iter96 best first-principles,1105424.564349765
2009-12-03,Iter96 best first-principles,1086821.3978045657
2009-12-04,Iter96 best first-principles,1130839.0745857293
2009-12-07,Iter96 best first-principles,1162115.907382306
2009-12-08,Iter96 best first-principles,1172290.634082758
2009-12-09,Iter96 best first-principles,1229119.346855485
2009-12-10,Iter96 best first-principles,1154170.58014525
2009-12-11,Iter96 best first-principles,1171523.4697504207
2009-12-12,Iter96 best first-principles,754440.3408676996
2009-12-14,Iter96 best first-principles,1156271.595489059
2009-12-15,Iter96 best first-principles,1171363.302808903
2009-12-16,Iter96 best first-principles,1145376.4899579925
2009-12-17,Iter96 best first-principles,1111051.2566994696
2009-12-18,Iter96 best first-principles,1126191.8746993628
2009-12-21,Iter96 best first-principles,1119277.245057742
2009-12-22,Iter96 best first-principles,1168285.8439390955
2009-12-23,Iter96 best first-principles,1162375.5262816262
2009-12-24,Iter96 best first-principles,1173274.1987224582
2009-12-25,Iter96 best first-principles,1171534.3659900571
2009-12-28,Iter96 best first-principles,1161943.4867435307
2009-12-29,Iter96 best first-principles,1144077.2239149944
2009-12-30,Iter96 best first-principles,1152999.6710282154
2009-12-31,Iter96 best first-principles,1172151.6678162708
2010-01-04,Iter96 best first-principles,1148675.3984152055
2010-01-05,Iter96 best first-principles,1114788.660545387
2010-01-06,Iter96 best first-principles,1109554.036282515
2010-01-07,Iter96 best first-principles,1072076.1660600088
2010-01-08,Iter96 best first-principles,1073224.0543967793
2010-01-11,Iter96 best first-principles,1098922.2904683468
2010-01-12,Iter96 best first-principles,1100330.0386629687
2010-01-13,Iter96 best first-principles,1083663.87943508
2010-01-14,Iter96 best first-principles,1093872.7181215407
2010-01-15,Iter96 best first-principles,1134987.1490785817
2010-01-18,Iter96 best first-principles,1130044.3058210537
2010-01-19,Iter96 best first-principles,1113962.7275268687
2010-01-20,Iter96 best first-principles,1114638.009145912
2010-01-21,Iter96 best first-principles,1095081.819732762
2010-01-22,Iter96 best first-principles,1063087.82090204
2010-01-25,Iter96 best first-principles,990081.1741873331
2010-01-26,Iter96 best first-principles,921746.8341050472
2010-01-27,Iter96 best first-principles,873410.154904885
2010-01-28,Iter96 best first-principles,913091.6807243231
2010-01-29,Iter96 best first-principles,912107.0161874548
2010-02-01,Iter96 best first-principles,904896.3402086211
2010-02-02,Iter96 best first-principles,878232.3549850738
2010-02-03,Iter96 best first-principles,892231.7883824697
2010-02-04,Iter96 best first-principles,901790.7242341854
2010-02-05,Iter96 best first-principles,850027.2926593253
2010-02-06,Iter96 best first-principles,821939.4020925548
2010-02-08,Iter96 best first-principles,834141.2550023296
2010-02-09,Iter96 best first-principles,871857.5726853472
2010-02-10,Iter96 best first-principles,890368.9474208739
2010-02-22,Iter96 best first-principles,909737.0707711463
2010-02-23,Iter96 best first-principles,948840.2306641585
2010-02-24,Iter96 best first-principles,952480.2732273125
2010-02-25,Iter96 best first-principles,948284.4179648345
2010-02-26,Iter96 best first-principles,945312.4896466992
2010-03-01,Iter96 best first-principles,978732.6578732356
2010-03-02,Iter96 best first-principles,983572.3794565566
2010-03-03,Iter96 best first-principles,987476.1585799479
2010-03-04,Iter96 best first-principles,1026793.2294435503
2010-03-05,Iter96 best first-principles,1029971.6625701981
2010-03-08,Iter96 best first-principles,1027182.5722442318
2010-03-09,Iter96 best first-principles,1052391.66311858
2010-03-10,Iter96 best first-principles,1031971.8181211462
2010-03-11,Iter96 best first-principles,1032884.8510171841
2010-03-12,Iter96 best first-principles,1041630.3222026485
2010-03-15,Iter96 best first-principles,1023757.4718583653
2010-03-16,Iter96 best first-principles,1041338.6941083161
2010-03-17,Iter96 best first-principles,1059702.4324719661
2010-03-18,Iter96 best first-principles,1108095.5929184712
2010-03-19,Iter96 best first-principles,1145715.2681381104
2010-03-22,Iter96 best first-principles,1199952.71101064
2010-03-23,Iter96 best first-principles,1170167.33222127
2010-03-24,Iter96 best first-principles,1172008.5807483527
2010-03-25,Iter96 best first-principles,1218848.5376131684
2010-03-26,Iter96 best first-principles,1247177.8072261503
2010-03-29,Iter96 best first-principles,1289868.2006588043
2010-03-30,Iter96 best first-principles,1274105.7256348014
2010-03-31,Iter96 best first-principles,1256913.9012921106
2010-04-01,Iter96 best first-principles,1267448.9414146512
2010-04-02,Iter96 best first-principles,1280661.0510364375
2010-04-06,Iter96 best first-principles,1302908.5089828267
2010-04-07,Iter96 best first-principles,1321028.4652997542
2010-04-08,Iter96 best first-principles,1263443.232584559
2010-04-09,Iter96 best first-principles,1261918.0822338464
2010-04-12,Iter96 best first-principles,1244851.0367541777
2010-04-13,Iter96 best first-principles,1235518.3788123091
2010-04-14,Iter96 best first-principles,1297711.250432883
2010-04-15,Iter96 best first-principles,1276019.5375310844
2010-04-16,Iter96 best first-principles,1263599.4810380065
2010-04-19,Iter96 best first-principles,1220324.8963136836
2010-04-20,Iter96 best first-principles,1226954.2000809903
2010-04-21,Iter96 best first-principles,1249670.4965680637
2010-04-22,Iter96 best first-principles,1269576.1173000105
2010-04-23,Iter96 best first-principles,1301321.3119815432
2010-04-26,Iter96 best first-principles,1286390.1967063574
2010-04-27,Iter96 best first-principles,1264946.5013975892
2010-04-28,Iter96 best first-principles,1285450.9890730178
2010-04-29,Iter96 best first-principles,1279772.9021326061
2010-04-30,Iter96 best first-principles,1246141.660688059
2010-05-03,Iter96 best first-principles,1242942.2059971355
2010-05-04,Iter96 best first-principles,1252684.4843290013
2010-05-05,Iter96 best first-principles,1233749.8455352488
2010-05-06,Iter96 best first-principles,1224608.6004596166
2010-05-07,Iter96 best first-principles,1197921.7505153045
2010-05-10,Iter96 best first-principles,1239529.3744312953
2010-05-11,Iter96 best first-principles,1251433.9588192313
2010-05-12,Iter96 best first-principles,1242318.5113822527
2010-05-13,Iter96 best first-principles,1251045.492108749
2010-05-14,Iter96 best first-principles,1261097.5107745617
